timestamp,date,hour,day_of_week,item,price,staff,is_weekend
2024-01-01 20:10:00,2024-01-01,20,Monday,Chicken Wrap,65,Dev,False
2024-01-01 20:10:00,2024-01-01,20,Monday,Chicken Wrap,65,Dev,False
2024-01-01 20:48:00,2024-01-01,20,Monday,Peri-Peri Chicken,89,Zanele,False
2024-01-01 20:48:00,2024-01-01,20,Monday,Corn on the Cob,22,Leila,False
2024-01-01 20:55:00,2024-01-01,20,Monday,Chicken Wrap,65,Dev,False
2024-01-01 21:13:00,2024-01-01,21,Monday,Corn on the Cob,22,Zanele,False
2024-01-01 21:13:00,2024-01-01,21,Monday,Veggie Burger,58,Marcus,False
2024-01-01 21:34:00,2024-01-01,21,Monday,Veggie Burger,58,Zanele,False
2024-01-01 21:56:00,2024-01-01,21,Monday,Coleslaw,18,Marcus,False
2024-01-01 21:56:00,2024-01-01,21,Monday,Chicken Wrap,65,Dev,False
2024-01-01 21:56:00,2024-01-01,21,Monday,Bottled Water,15,Thabo,False
2024-01-01 21:56:00,2024-01-01,21,Monday,Chicken Wrap,65,Thabo,False
2024-01-01 22:05:00,2024-01-01,22,Monday,Bottled Water,15,Zanele,False
2024-01-01 22:05:00,2024-01-01,22,Monday,Chicken Burger,55,Thabo,False
2024-01-01 22:05:00,2024-01-01,22,Monday,Chicken Burger,55,Marcus,False
2024-01-01 22:47:00,2024-01-01,22,Monday,Halloumi Sticks,45,Leila,False
2024-01-01 22:48:00,2024-01-01,22,Monday,Halloumi Sticks,45,Dev,False
2024-01-01 22:51:00,2024-01-01,22,Monday,Chips,29,Leila,False
2024-01-01 22:59:00,2024-01-01,22,Monday,Veggie Burger,58,Thabo,False
2024-01-01 22:59:00,2024-01-01,22,Monday,Chicken Burger,55,Thabo,False
2024-01-02 08:01:00,2024-01-02,8,Tuesday,Peri-Peri Chicken,89,Dev,False
2024-01-02 08:01:00,2024-01-02,8,Tuesday,Chicken Burger,55,Thabo,False
2024-01-02 08:01:00,2024-01-02,8,Tuesday,Peri-Peri Chicken,89,Zanele,False
2024-01-02 08:01:00,2024-01-02,8,Tuesday,Peri-Peri Chicken,89,Leila,False
2024-01-02 08:12:00,2024-01-02,8,Tuesday,Chicken Wrap,65,Priya,False
2024-01-02 08:12:00,2024-01-02,8,Tuesday,Chicken Burger,55,Priya,False
2024-01-02 08:38:00,2024-01-02,8,Tuesday,Bottomless Drink,25,Zanele,False
2024-01-02 08:38:00,2024-01-02,8,Tuesday,Veggie Burger,58,Zanele,False
2024-01-02 09:15:00,2024-01-02,9,Tuesday,Chips,29,Priya,False
2024-01-02 09:15:00,2024-01-02,9,Tuesday,Coleslaw,18,Marcus,False
2024-01-02 09:15:00,2024-01-02,9,Tuesday,Peri-Peri Chicken,89,Zanele,False
2024-01-02 09:15:00,2024-01-02,9,Tuesday,Peri-Peri Chicken,89,Zanele,False
2024-01-02 09:22:00,2024-01-02,9,Tuesday,Chicken Burger,55,Dev,False
2024-01-02 10:01:00,2024-01-02,10,Tuesday,Halloumi Sticks,45,Thabo,False
2024-01-02 10:01:00,2024-01-02,10,Tuesday,Veggie Burger,58,Zanele,False
2024-01-02 10:01:00,2024-01-02,10,Tuesday,Halloumi Sticks,45,Dev,False
2024-01-02 10:01:00,2024-01-02,10,Tuesday,Coleslaw,18,Leila,False
2024-01-02 10:23:00,2024-01-02,10,Tuesday,Bottled Water,15,Marcus,False
2024-01-02 10:23:00,2024-01-02,10,Tuesday,Bottomless Drink,25,Leila,False
2024-01-02 10:57:00,2024-01-02,10,Tuesday,Chicken Wrap,65,Thabo,False
2024-01-02 10:57:00,2024-01-02,10,Tuesday,Bottomless Drink,25,Zanele,False
2024-01-02 11:02:00,2024-01-02,11,Tuesday,Coleslaw,18,Marcus,False
2024-01-02 11:02:00,2024-01-02,11,Tuesday,Corn on the Cob,22,Thabo,False
2024-01-02 11:02:00,2024-01-02,11,Tuesday,Peri-Peri Chicken,89,Thabo,False
2024-01-02 11:02:00,2024-01-02,11,Tuesday,Bottled Water,15,Zanele,False
2024-01-02 12:16:00,2024-01-02,12,Tuesday,Chicken Wrap,65,Marcus,False
2024-01-02 12:16:00,2024-01-02,12,Tuesday,Veggie Burger,58,Priya,False
2024-01-02 12:21:00,2024-01-02,12,Tuesday,Coleslaw,18,Leila,False
2024-01-02 12:21:00,2024-01-02,12,Tuesday,Peri-Peri Chicken,89,Marcus,False
2024-01-02 13:23:00,2024-01-02,13,Tuesday,Chicken Burger,55,Zanele,False
2024-01-02 13:25:00,2024-01-02,13,Tuesday,Veggie Burger,58,Marcus,False
2024-01-02 13:25:00,2024-01-02,13,Tuesday,Coleslaw,18,Zanele,False
2024-01-02 13:28:00,2024-01-02,13,Tuesday,Chips,29,Leila,False
2024-01-02 13:28:00,2024-01-02,13,Tuesday,Chicken Wrap,65,Dev,False
2024-01-02 13:28:00,2024-01-02,13,Tuesday,Chips,29,Zanele,False
2024-01-02 13:30:00,2024-01-02,13,Tuesday,Chicken Burger,55,Thabo,False
2024-01-02 13:30:00,2024-01-02,13,Tuesday,Peri-Peri Chicken,89,Marcus,False
2024-01-02 13:44:00,2024-01-02,13,Tuesday,Peri-Peri Chicken,89,Marcus,False
2024-01-02 13:47:00,2024-01-02,13,Tuesday,Bottomless Drink,25,Leila,False
2024-01-02 13:47:00,2024-01-02,13,Tuesday,Peri-Peri Chicken,89,Dev,False
2024-01-02 13:51:00,2024-01-02,13,Tuesday,Chicken Burger,55,Leila,False
2024-01-02 14:01:00,2024-01-02,14,Tuesday,Bottomless Drink,25,Leila,False
2024-01-02 14:01:00,2024-01-02,14,Tuesday,Corn on the Cob,22,Dev,False
2024-01-02 14:02:00,2024-01-02,14,Tuesday,Chips,29,Leila,False
2024-01-02 14:02:00,2024-01-02,14,Tuesday,Chicken Wrap,65,Priya,False
2024-01-02 14:02:00,2024-01-02,14,Tuesday,Bottled Water,15,Leila,False
2024-01-02 14:25:00,2024-01-02,14,Tuesday,Corn on the Cob,22,Thabo,False
2024-01-02 14:42:00,2024-01-02,14,Tuesday,Corn on the Cob,22,Priya,False
2024-01-02 14:42:00,2024-01-02,14,Tuesday,Corn on the Cob,22,Zanele,False
2024-01-02 14:42:00,2024-01-02,14,Tuesday,Halloumi Sticks,45,Marcus,False
2024-01-02 14:42:00,2024-01-02,14,Tuesday,Peri-Peri Chicken,89,Dev,False
2024-01-02 15:15:00,2024-01-02,15,Tuesday,Chicken Burger,55,Priya,False
2024-01-02 15:16:00,2024-01-02,15,Tuesday,Peri-Peri Chicken,89,Thabo,False
2024-01-02 15:16:00,2024-01-02,15,Tuesday,Corn on the Cob,22,Leila,False
2024-01-02 15:16:00,2024-01-02,15,Tuesday,Bottomless Drink,25,Priya,False
2024-01-02 15:21:00,2024-01-02,15,Tuesday,Chips,29,Marcus,False
2024-01-02 15:22:00,2024-01-02,15,Tuesday,Bottled Water,15,Zanele,False
2024-01-02 15:22:00,2024-01-02,15,Tuesday,Veggie Burger,58,Priya,False
2024-01-02 15:22:00,2024-01-02,15,Tuesday,Bottomless Drink,25,Thabo,False
2024-01-02 15:46:00,2024-01-02,15,Tuesday,Coleslaw,18,Leila,False
2024-01-02 15:46:00,2024-01-02,15,Tuesday,Bottomless Drink,25,Thabo,False
2024-01-02 15:48:00,2024-01-02,15,Tuesday,Corn on the Cob,22,Zanele,False
2024-01-02 16:00:00,2024-01-02,16,Tuesday,Chicken Wrap,65,Zanele,False
2024-01-02 16:00:00,2024-01-02,16,Tuesday,Bottomless Drink,25,Dev,False
2024-01-02 16:12:00,2024-01-02,16,Tuesday,Bottomless Drink,25,Marcus,False
2024-01-02 16:26:00,2024-01-02,16,Tuesday,Bottled Water,15,Marcus,False
2024-01-02 16:27:00,2024-01-02,16,Tuesday,Coleslaw,18,Leila,False
2024-01-02 16:27:00,2024-01-02,16,Tuesday,Chips,29,Dev,False
2024-01-02 16:27:00,2024-01-02,16,Tuesday,Veggie Burger,58,Thabo,False
2024-01-02 16:27:00,2024-01-02,16,Tuesday,Veggie Burger,58,Leila,False
2024-01-02 16:47:00,2024-01-02,16,Tuesday,Chicken Wrap,65,Priya,False
2024-01-02 16:47:00,2024-01-02,16,Tuesday,Corn on the Cob,22,Leila,False
2024-01-02 17:15:00,2024-01-02,17,Tuesday,Chips,29,Thabo,False
2024-01-02 17:15:00,2024-01-02,17,Tuesday,Corn on the Cob,22,Thabo,False
2024-01-02 18:07:00,2024-01-02,18,Tuesday,Coleslaw,18,Thabo,False
2024-01-02 18:07:00,2024-01-02,18,Tuesday,Coleslaw,18,Dev,False
2024-01-02 18:07:00,2024-01-02,18,Tuesday,Chicken Burger,55,Priya,False
2024-01-02 18:18:00,2024-01-02,18,Tuesday,Veggie Burger,58,Dev,False
2024-01-02 18:18:00,2024-01-02,18,Tuesday,Corn on the Cob,22,Leila,False
2024-01-02 18:21:00,2024-01-02,18,Tuesday,Bottled Water,15,Leila,False
2024-01-02 18:24:00,2024-01-02,18,Tuesday,Corn on the Cob,22,Marcus,False
2024-01-02 18:24:00,2024-01-02,18,Tuesday,Halloumi Sticks,45,Priya,False
2024-01-02 18:25:00,2024-01-02,18,Tuesday,Bottled Water,15,Thabo,False
2024-01-02 18:25:00,2024-01-02,18,Tuesday,Veggie Burger,58,Thabo,False
2024-01-02 18:46:00,2024-01-02,18,Tuesday,Chips,29,Leila,False
2024-01-02 18:46:00,2024-01-02,18,Tuesday,Halloumi Sticks,45,Dev,False
2024-01-02 18:46:00,2024-01-02,18,Tuesday,Chips,29,Marcus,False
2024-01-02 19:29:00,2024-01-02,19,Tuesday,Bottomless Drink,25,Leila,False
2024-01-02 19:29:00,2024-01-02,19,Tuesday,Chicken Wrap,65,Thabo,False
2024-01-02 19:38:00,2024-01-02,19,Tuesday,Bottomless Drink,25,Marcus,False
2024-01-02 19:38:00,2024-01-02,19,Tuesday,Corn on the Cob,22,Marcus,False
2024-01-02 19:41:00,2024-01-02,19,Tuesday,Bottled Water,15,Zanele,False
2024-01-02 19:45:00,2024-01-02,19,Tuesday,Chips,29,Priya,False
2024-01-02 19:53:00,2024-01-02,19,Tuesday,Chips,29,Zanele,False
2024-01-02 19:53:00,2024-01-02,19,Tuesday,Bottled Water,15,Dev,False
2024-01-02 20:15:00,2024-01-02,20,Tuesday,Bottomless Drink,25,Dev,False
2024-01-02 20:19:00,2024-01-02,20,Tuesday,Chicken Wrap,65,Zanele,False
2024-01-02 20:25:00,2024-01-02,20,Tuesday,Coleslaw,18,Leila,False
2024-01-02 20:25:00,2024-01-02,20,Tuesday,Corn on the Cob,22,Leila,False
2024-01-02 20:58:00,2024-01-02,20,Tuesday,Corn on the Cob,22,Thabo,False
2024-01-02 21:16:00,2024-01-02,21,Tuesday,Halloumi Sticks,45,Priya,False
2024-01-02 21:34:00,2024-01-02,21,Tuesday,Bottomless Drink,25,Priya,False
2024-01-02 21:34:00,2024-01-02,21,Tuesday,Halloumi Sticks,45,Leila,False
2024-01-02 21:37:00,2024-01-02,21,Tuesday,Bottled Water,15,Priya,False
2024-01-02 21:37:00,2024-01-02,21,Tuesday,Chicken Burger,55,Priya,False
2024-01-02 21:37:00,2024-01-02,21,Tuesday,Chips,29,Marcus,False
2024-01-02 21:37:00,2024-01-02,21,Tuesday,Corn on the Cob,22,Marcus,False
2024-01-02 21:37:00,2024-01-02,21,Tuesday,Coleslaw,18,Marcus,False
2024-01-02 21:37:00,2024-01-02,21,Tuesday,Chicken Burger,55,Leila,False
2024-01-02 21:55:00,2024-01-02,21,Tuesday,Chips,29,Zanele,False
2024-01-02 21:55:00,2024-01-02,21,Tuesday,Peri-Peri Chicken,89,Dev,False
2024-01-02 21:55:00,2024-01-02,21,Tuesday,Peri-Peri Chicken,89,Marcus,False
2024-01-02 23:39:00,2024-01-02,23,Tuesday,Chips,29,Dev,False
2024-01-02 23:39:00,2024-01-02,23,Tuesday,Corn on the Cob,22,Dev,False
2024-01-02 23:39:00,2024-01-02,23,Tuesday,Chicken Burger,55,Leila,False
2024-01-03 06:28:00,2024-01-03,6,Wednesday,Chicken Burger,55,Dev,False
2024-01-03 06:28:00,2024-01-03,6,Wednesday,Chips,29,Priya,False
2024-01-03 06:54:00,2024-01-03,6,Wednesday,Halloumi Sticks,45,Thabo,False
2024-01-03 06:54:00,2024-01-03,6,Wednesday,Coleslaw,18,Leila,False
2024-01-03 06:54:00,2024-01-03,6,Wednesday,Peri-Peri Chicken,89,Priya,False
2024-01-03 06:54:00,2024-01-03,6,Wednesday,Bottomless Drink,25,Thabo,False
2024-01-03 08:05:00,2024-01-03,8,Wednesday,Halloumi Sticks,45,Zanele,False
2024-01-03 08:05:00,2024-01-03,8,Wednesday,Veggie Burger,58,Marcus,False
2024-01-03 08:23:00,2024-01-03,8,Wednesday,Bottomless Drink,25,Leila,False
2024-01-03 08:23:00,2024-01-03,8,Wednesday,Chicken Wrap,65,Leila,False
2024-01-03 08:23:00,2024-01-03,8,Wednesday,Chicken Burger,55,Leila,False
2024-01-03 09:18:00,2024-01-03,9,Wednesday,Veggie Burger,58,Leila,False
2024-01-03 09:18:00,2024-01-03,9,Wednesday,Coleslaw,18,Leila,False
2024-01-03 10:02:00,2024-01-03,10,Wednesday,Chicken Burger,55,Zanele,False
2024-01-03 10:02:00,2024-01-03,10,Wednesday,Corn on the Cob,22,Dev,False
2024-01-03 10:02:00,2024-01-03,10,Wednesday,Bottomless Drink,25,Leila,False
2024-01-03 10:10:00,2024-01-03,10,Wednesday,Chicken Wrap,65,Zanele,False
2024-01-03 10:10:00,2024-01-03,10,Wednesday,Corn on the Cob,22,Marcus,False
2024-01-03 10:13:00,2024-01-03,10,Wednesday,Coleslaw,18,Priya,False
2024-01-03 10:13:00,2024-01-03,10,Wednesday,Chicken Burger,55,Leila,False
2024-01-03 10:24:00,2024-01-03,10,Wednesday,Coleslaw,18,Priya,False
2024-01-03 10:24:00,2024-01-03,10,Wednesday,Halloumi Sticks,45,Thabo,False
2024-01-03 10:33:00,2024-01-03,10,Wednesday,Chips,29,Priya,False
2024-01-03 10:47:00,2024-01-03,10,Wednesday,Chicken Burger,55,Zanele,False
2024-01-03 10:47:00,2024-01-03,10,Wednesday,Peri-Peri Chicken,89,Zanele,False
2024-01-03 11:18:00,2024-01-03,11,Wednesday,Corn on the Cob,22,Dev,False
2024-01-03 11:18:00,2024-01-03,11,Wednesday,Peri-Peri Chicken,89,Zanele,False
2024-01-03 11:19:00,2024-01-03,11,Wednesday,Coleslaw,18,Leila,False
2024-01-03 11:19:00,2024-01-03,11,Wednesday,Bottomless Drink,25,Thabo,False
2024-01-03 11:19:00,2024-01-03,11,Wednesday,Chicken Burger,55,Leila,False
2024-01-03 12:09:00,2024-01-03,12,Wednesday,Peri-Peri Chicken,89,Thabo,False
2024-01-03 12:09:00,2024-01-03,12,Wednesday,Chips,29,Dev,False
2024-01-03 12:19:00,2024-01-03,12,Wednesday,Halloumi Sticks,45,Thabo,False
2024-01-03 12:19:00,2024-01-03,12,Wednesday,Bottled Water,15,Marcus,False
2024-01-03 12:39:00,2024-01-03,12,Wednesday,Bottomless Drink,25,Dev,False
2024-01-03 12:55:00,2024-01-03,12,Wednesday,Bottomless Drink,25,Zanele,False
2024-01-03 13:01:00,2024-01-03,13,Wednesday,Bottomless Drink,25,Priya,False
2024-01-03 13:07:00,2024-01-03,13,Wednesday,Halloumi Sticks,45,Dev,False
2024-01-03 13:07:00,2024-01-03,13,Wednesday,Bottled Water,15,Marcus,False
2024-01-03 13:27:00,2024-01-03,13,Wednesday,Chips,29,Marcus,False
2024-01-03 13:27:00,2024-01-03,13,Wednesday,Veggie Burger,58,Marcus,False
2024-01-03 13:32:00,2024-01-03,13,Wednesday,Bottomless Drink,25,Dev,False
2024-01-03 13:32:00,2024-01-03,13,Wednesday,Chicken Burger,55,Dev,False
2024-01-03 13:37:00,2024-01-03,13,Wednesday,Corn on the Cob,22,Dev,False
2024-01-03 13:37:00,2024-01-03,13,Wednesday,Veggie Burger,58,Leila,False
2024-01-03 13:37:00,2024-01-03,13,Wednesday,Bottomless Drink,25,Priya,False
2024-01-03 13:37:00,2024-01-03,13,Wednesday,Corn on the Cob,22,Leila,False
2024-01-03 13:40:00,2024-01-03,13,Wednesday,Bottomless Drink,25,Zanele,False
2024-01-03 13:40:00,2024-01-03,13,Wednesday,Veggie Burger,58,Zanele,False
2024-01-03 13:55:00,2024-01-03,13,Wednesday,Halloumi Sticks,45,Zanele,False
2024-01-03 13:55:00,2024-01-03,13,Wednesday,Corn on the Cob,22,Dev,False
2024-01-03 14:06:00,2024-01-03,14,Wednesday,Veggie Burger,58,Leila,False
2024-01-03 14:06:00,2024-01-03,14,Wednesday,Chicken Wrap,65,Dev,False
2024-01-03 14:07:00,2024-01-03,14,Wednesday,Coleslaw,18,Zanele,False
2024-01-03 14:07:00,2024-01-03,14,Wednesday,Bottomless Drink,25,Marcus,False
2024-01-03 14:07:00,2024-01-03,14,Wednesday,Chips,29,Thabo,False
2024-01-03 14:14:00,2024-01-03,14,Wednesday,Peri-Peri Chicken,89,Priya,False
2024-01-03 14:14:00,2024-01-03,14,Wednesday,Bottled Water,15,Zanele,False
2024-01-03 14:14:00,2024-01-03,14,Wednesday,Chips,29,Dev,False
2024-01-03 14:14:00,2024-01-03,14,Wednesday,Halloumi Sticks,45,Marcus,False
2024-01-03 14:23:00,2024-01-03,14,Wednesday,Bottomless Drink,25,Marcus,False
2024-01-03 14:23:00,2024-01-03,14,Wednesday,Halloumi Sticks,45,Zanele,False
2024-01-03 14:27:00,2024-01-03,14,Wednesday,Coleslaw,18,Zanele,False
2024-01-03 14:28:00,2024-01-03,14,Wednesday,Veggie Burger,58,Priya,False
2024-01-03 14:28:00,2024-01-03,14,Wednesday,Chicken Wrap,65,Dev,False
2024-01-03 14:48:00,2024-01-03,14,Wednesday,Chicken Burger,55,Zanele,False
2024-01-03 14:48:00,2024-01-03,14,Wednesday,Chips,29,Priya,False
2024-01-03 14:50:00,2024-01-03,14,Wednesday,Chicken Wrap,65,Zanele,False
2024-01-03 14:50:00,2024-01-03,14,Wednesday,Bottled Water,15,Priya,False
2024-01-03 15:19:00,2024-01-03,15,Wednesday,Coleslaw,18,Marcus,False
2024-01-03 15:19:00,2024-01-03,15,Wednesday,Halloumi Sticks,45,Marcus,False
2024-01-03 15:42:00,2024-01-03,15,Wednesday,Bottled Water,15,Priya,False
2024-01-03 16:29:00,2024-01-03,16,Wednesday,Halloumi Sticks,45,Marcus,False
2024-01-03 16:29:00,2024-01-03,16,Wednesday,Chicken Burger,55,Marcus,False
2024-01-03 16:34:00,2024-01-03,16,Wednesday,Bottled Water,15,Leila,False
2024-01-03 16:34:00,2024-01-03,16,Wednesday,Halloumi Sticks,45,Dev,False
2024-01-03 16:41:00,2024-01-03,16,Wednesday,Peri-Peri Chicken,89,Marcus,False
2024-01-03 16:41:00,2024-01-03,16,Wednesday,Veggie Burger,58,Thabo,False
2024-01-03 16:56:00,2024-01-03,16,Wednesday,Chicken Burger,55,Marcus,False
2024-01-03 17:01:00,2024-01-03,17,Wednesday,Chicken Burger,55,Dev,False
2024-01-03 17:01:00,2024-01-03,17,Wednesday,Chicken Wrap,65,Zanele,False
2024-01-03 17:01:00,2024-01-03,17,Wednesday,Corn on the Cob,22,Marcus,False
2024-01-03 17:01:00,2024-01-03,17,Wednesday,Bottomless Drink,25,Marcus,False
2024-01-03 17:14:00,2024-01-03,17,Wednesday,Chips,29,Dev,False
2024-01-03 17:14:00,2024-01-03,17,Wednesday,Veggie Burger,58,Marcus,False
2024-01-03 17:14:00,2024-01-03,17,Wednesday,Chips,29,Marcus,False
2024-01-03 17:38:00,2024-01-03,17,Wednesday,Peri-Peri Chicken,89,Priya,False
2024-01-03 17:38:00,2024-01-03,17,Wednesday,Chicken Wrap,65,Priya,False
2024-01-03 17:38:00,2024-01-03,17,Wednesday,Bottled Water,15,Priya,False
2024-01-03 17:38:00,2024-01-03,17,Wednesday,Bottomless Drink,25,Thabo,False
2024-01-03 17:42:00,2024-01-03,17,Wednesday,Peri-Peri Chicken,89,Priya,False
